Objective Value, Total Weight
-15281.557123622435,39011.0
Objective Value, Total Weight
-18192.243078230124,43527.0
-24478.112324221438,42330.0
-22750.08353569091,42801.0
Objective Value, Total Weight
-19432.47932771218,42991.0
Objective Value, Total Weight
-15893.630228900598,41915.0
-19130.545860661296,40333.0
Objective Value, Total Weight
-40399.50068072953,43069.0
-28471.38765063313,43735.0
Objective Value, Total Weight
-30468.548609151912,44460.0
Objective Value, Total Weight
-25194.264623144947,43518.0
Objective Value, Total Weight
-21010.798016093366,43373.0
-35356.70876306783,42375.0
-27335.826440185338,42417.0
-21551.48317139606,43042.0
Objective Value, Total Weight
-27570.295223270237,44936.0
Objective Value, Total Weight
-19413.134041501195,43999.0
-33016.25752835696,42936.0
