Objective Value, Total Weight
-33972.55026975641,80723.0
Objective Value, Total Weight
-34890.48984270019,82177.0
-34033.22160578353,86361.0
Objective Value, Total Weight
-38652.95977257358,81070.0
-38652.95977257358,81070.0
-29278.553973253787,81743.0
Objective Value, Total Weight
-40486.425316317705,82926.0
-40193.74219399231,85317.0
-39437.01942138298,85499.0
Objective Value, Total Weight
-49023.232740169886,82896.0
Objective Value, Total Weight
-46587.87258010227,83314.0
Objective Value, Total Weight
-35283.143509440444,80788.0
-30896.00706628032,85829.0
Objective Value, Total Weight
-35021.24966604181,80349.0
Objective Value, Total Weight
-39689.26633821678,80720.0
Objective Value, Total Weight
-46998.474994189746,81550.0
