Objective Value, Total Weight
-32362.597559786183,76176.0
Objective Value, Total Weight
-31467.61856973177,79855.0
-29706.80602946259,80635.0
Objective Value, Total Weight
-26487.263282396554,76219.0
Objective Value, Total Weight
-31948.44197017679,81506.0
-37238.028583650885,80398.0
Objective Value, Total Weight
-29492.973983531163,76849.0
Objective Value, Total Weight
-25655.771697129167,76168.0
-21777.35293824479,81563.0
Objective Value, Total Weight
-40354.75287026807,83950.0
Objective Value, Total Weight
-36618.42968027343,81856.0
-42798.49569317815,81571.0
Objective Value, Total Weight
-31285.962921653932,83550.0
-35188.176758196525,81852.0
Objective Value, Total Weight
-26881.386359158438,81993.0
-29679.99854660948,80768.0
