Objective Value, Total Weight
-14736.904391982433,39629.0
Objective Value, Total Weight
-14719.855657028922,38533.0
-10089.859224386542,39390.0
Objective Value, Total Weight
-7446.27282043227,41197.0
-14393.92726918812,31037.0
-8762.909929157919,36313.0
-6829.125201815528,41683.0
-11803.764014784683,31883.0
-11768.708446383513,32632.0
-9080.02534086784,34939.0
-11115.096238784077,34500.0
Objective Value, Total Weight
-9461.460716643574,38591.0
-9549.470584861614,36431.0
Objective Value, Total Weight
-25030.60549165959,40768.0
-26283.155275681056,39541.0
Objective Value, Total Weight
-9692.923734945587,39494.0
-17362.348755255254,38943.0
-15843.73182153226,39061.0
Objective Value, Total Weight
-11790.236041458862,38592.0
-14723.347527504855,38563.0
Objective Value, Total Weight
-8005.7106112901965,33210.0
-5482.0904095385995,39663.0
Objective Value, Total Weight
-14774.623217281005,38786.0
-12007.758897678323,39970.0
-15084.45973581478,38413.0
-16056.19288547487,38223.0
Objective Value, Total Weight
-12346.052434558114,36870.0
