Objective Value, Total Weight
-21996.148041516295,41906.0
Objective Value, Total Weight
-20235.949142423662,40857.0
-17800.539616651266,41139.0
-20955.373803777446,40750.0
Objective Value, Total Weight
-26453.967347523067,40473.0
Objective Value, Total Weight
-20650.941545546986,42111.0
Objective Value, Total Weight
-12155.103307215206,40624.0
Objective Value, Total Weight
-22467.950972112943,41508.0
-29282.432003214635,40925.0
Objective Value, Total Weight
-20214.088004910693,39236.0
Objective Value, Total Weight
-20957.367796608305,41597.0
-22802.48651400904,41555.0
-19905.236821752143,41676.0
Objective Value, Total Weight
-16939.511965844504,37937.0
Objective Value, Total Weight
-22242.77504592607,42252.0
