Objective Value, Total Weight
-8805.238465398044,7734.0
Objective Value, Total Weight
-2328.6719885231105,6163.0
350.20082003760945,6649.0
1045.111955688124,7009.0
-1723.3130354256373,6478.0
-1971.2862730981851,6167.0
Objective Value, Total Weight
-6674.924682123412,7797.0
-7253.737711288184,7777.0
-6149.491210453791,7826.0
Objective Value, Total Weight
-2586.7021936334786,8011.0
Objective Value, Total Weight
-975.972456975569,7825.0
Objective Value, Total Weight
153.8078931199634,6449.0
Objective Value, Total Weight
-373.66303575853453,7220.0
-403.3739563156669,6822.0
-204.61957743647326,7292.0
-485.4540667854617,6772.0
Objective Value, Total Weight
-426.0693205927164,6979.0
Objective Value, Total Weight
721.2040646627111,5718.0
-192.96459607923043,5415.0
1508.2260236848924,7210.0
-11.802899513077136,5537.0
1088.075523397034,6947.0
Objective Value, Total Weight
-45.610323745248024,8037.0
