Objective Value, Total Weight
294063.7763575029,260639.0
Objective Value, Total Weight
-354924.6027168792,273101.0
-354924.6027168792,273101.0
Objective Value, Total Weight
346966.2546254202,271318.0
Objective Value, Total Weight
356602.97711977916,287392.0
356602.97711977916,287392.0
Objective Value, Total Weight
275096.42125557165,257047.0
Objective Value, Total Weight
335568.8250721266,255093.0
Objective Value, Total Weight
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
322862.11544204166,276099.0
Objective Value, Total Weight
629428.4720378973,326325.0
Objective Value, Total Weight
922569.70778338,266496.0
922569.70778338,266496.0
922569.70778338,266496.0
Objective Value, Total Weight
411170.137141327,291912.0
