Objective Value, Total Weight
-13786.427228007138,37650.0
-13288.913154299495,38661.0
-13200.629315386854,39006.0
Objective Value, Total Weight
-9934.959682112356,38318.0
-11332.695364500418,35970.0
-9782.677942399634,39701.0
Objective Value, Total Weight
-15837.73525193584,38804.0
-14730.62308802182,39193.0
Objective Value, Total Weight
-16649.11935122349,38837.0
Objective Value, Total Weight
-11467.996434885863,39787.0
-10177.175245774342,41185.0
-12334.134137963338,39435.0
Objective Value, Total Weight
-13436.574699992212,42433.0
-18716.562191863995,39441.0
-14278.720648746807,40252.0
-17634.361943621363,40216.0
-18335.652975000587,39528.0
Objective Value, Total Weight
-11266.142209502868,35496.0
-11580.10879755181,32989.0
-10889.353851065644,38395.0
-11236.333088940031,37192.0
Objective Value, Total Weight
-10089.790344804518,32439.0
Objective Value, Total Weight
-13801.845283609335,32690.0
-9723.695536330677,40364.0
Objective Value, Total Weight
-11942.56690538671,36930.0
