Objective Value, Total Weight
-6348.333178686866,58779.0
1049.667592688973,64133.0
19858.35957703575,84520.0
-1818.2514586764155,62411.0
7295.876429149415,69683.0
6863.366360298649,66973.0
-8964.454692316664,52824.0
-4276.305589246069,61179.0
12549.051059521124,77570.0
-7420.542508768442,55649.0
4395.536019796738,64407.0
12088.09469394415,74046.0
-15313.11553678503,47817.0
-13055.232083492549,49369.0
16897.277996765988,82147.0
-11069.548949873191,51180.0
15940.814312610499,78800.0
-19630.961809531917,41767.0
-16682.623392613095,45322.0
9821.580411528936,71755.0
Objective Value, Total Weight
-753.5872379741195,61961.0
3897.0775847293844,68835.0
-17024.848953725406,47842.0
-14035.509053723843,49576.0
-5149.762555512774,57797.0
-7142.831205232011,55715.0
3343.5991955743666,67045.0
8225.237311564328,69162.0
13156.959237816962,76846.0
11421.238834457807,74764.0
15965.802588868042,80696.0
-19088.829959408962,44632.0
1072.9256699850084,64755.0
10495.42709721216,72589.0
-9960.700143877562,54842.0
-3223.0987017357693,60361.0
-11446.390534876627,52406.0
16756.878682465947,84208.0
-20676.892141609846,42210.0
13445.927239211858,79496.0
Objective Value, Total Weight
-14024.695261526693,50933.0
8218.462626346227,71298.0
-196.7932205911784,62073.0
13243.541983500007,78315.0
-2708.3389448420785,60288.0
-4542.042623706075,57639.0
15844.85741236314,79792.0
-17736.993250543906,45888.0
2354.120420733714,67028.0
11973.453831479055,75608.0
-6944.808374420492,56365.0
9944.306962728951,73727.0
21231.684066088157,82231.0
4568.890715014539,67327.0
1043.8064905049396,64952.0
5678.921403069398,69389.0
-11203.90411167685,53059.0
-18951.6799708825,44094.0
-15852.15331704059,47840.0
-7787.900804636985,53321.0
Objective Value, Total Weight
-12454.89210780547,54763.0
6082.556350659928,71229.0
-11742.76423040274,57274.0
12547.390243525282,77302.0
14278.295205582675,78081.0
16454.838543659702,81429.0
-24690.821252078313,41821.0
-9164.010340632129,57550.0
-21569.45909609816,45439.0
11310.560596253054,74478.0
-18146.595823466123,49607.0
-2232.5623105706763,60879.0
18988.077440427645,86633.0
-14066.403370141546,52219.0
3831.813110291303,68464.0
-5718.735979063422,59693.0
-15683.947039224819,50009.0
-20398.776623844882,47966.0
31.399486517097102,63403.0
2239.2027831580635,65385.0
Objective Value, Total Weight
15631.755843907711,76958.0
1811.6407874044526,62865.0
-18071.302726163427,43739.0
-14609.656723386812,45793.0
13686.917047777359,75558.0
-13473.156426909787,48132.0
-11479.542054771257,50716.0
-19148.43778629812,40638.0
-9307.526544728957,52569.0
19670.57253722062,81374.0
7223.53430880855,68300.0
-7363.1830747362255,54448.0
-2990.752387802,59158.0
-206.99580988648813,60242.0
3201.7457545633224,65559.0
-4848.4350483100425,56708.0
13386.247179547252,73281.0
16004.572075233387,80619.0
22182.668268164576,84563.0
11521.790012056968,69858.0
Objective Value, Total Weight
11707.95633861162,76729.0
9969.674122009528,74375.0
15867.323133244965,76768.0
-18394.021642349064,48476.0
17299.898006125615,80907.0
-21439.411746981816,43374.0
-15510.783530260087,50020.0
19884.754069198112,84361.0
3491.6506665108755,66495.0
5819.609734180645,67555.0
1581.9561206101353,64027.0
-2056.1902348578296,59112.0
7326.313899512461,69623.0
-19778.29320886027,45813.0
-4301.484768904236,56927.0
-6292.950643857417,54097.0
8660.080037797117,71991.0
-739.2990985677025,62060.0
-7794.239992921779,51863.0
-9984.365406150158,50072.0
Objective Value, Total Weight
-19959.377910841955,47306.0
5201.329438658358,70313.0
-10503.860453013753,53032.0
14417.364679961625,80731.0
-6662.622912003761,58382.0
-24072.98577155084,43368.0
-2372.3289381213544,63648.0
-13401.352443400974,52563.0
-8845.062219910542,55662.0
-15488.81151535343,50222.0
-3875.3065689871146,60610.0
18211.903429975267,83392.0
-25740.205703043655,39864.0
-21417.41907037048,44218.0
3471.437094643945,67086.0
8769.56704602002,76683.0
10968.392871189804,78307.0
-16674.312587222434,47309.0
6671.559634529913,74111.0
1211.558232950687,64185.0
Objective Value, Total Weight
7359.873704972386,66034.0
18978.830266847115,83655.0
17209.922300690887,80904.0
5227.396534251762,64097.0
-13113.237571743884,45793.0
-925.9886223243666,58803.0
-4314.080178823657,54410.0
-10676.208012005736,47292.0
-14859.679116162748,42071.0
10221.705688559843,71032.0
1203.8001524060528,61041.0
12509.39356455348,73730.0
9218.67694901173,68527.0
3935.2216426734376,61552.0
-9623.301971849782,49389.0
15075.49576142455,79042.0
-5854.339371805341,52056.0
-7578.767801704555,50476.0
13227.880368392565,76870.0
-2476.5183375747147,56173.0
Objective Value, Total Weight
-14829.127969560606,47348.0
1241.7947690808942,63955.0
-1681.9239858418878,61305.0
17339.778529835967,79686.0
-5910.525196759438,58206.0
-12569.158653555322,50341.0
5610.356649144902,68787.0
-10141.225811377968,52665.0
-16899.90704811069,44572.0
14500.206902339298,78483.0
17904.560620781864,82771.0
9906.836503675702,74453.0
1048.8660414066399,62601.0
12061.008598056622,76385.0
-7958.816495239866,55081.0
-18573.38479764093,41761.0
8538.725154108586,71421.0
18555.56214823952,86585.0
2848.8338221813174,64043.0
4183.619031555369,66621.0
Objective Value, Total Weight
-16307.113923990022,46645.0
-5556.108334296208,54065.0
7228.142464399585,69796.0
-1761.3631528283586,61149.0
-24906.28292137345,37093.0
12493.573483553235,73781.0
14670.513048288616,80985.0
-20946.703545722063,41881.0
4045.03131353551,69417.0
-22176.861753835212,39493.0
-18498.117632465335,44449.0
13834.388332294344,76725.0
-14437.509644277903,48528.0
18089.15278704572,84111.0
-3947.4457118598802,58077.0
-7986.711197005527,51827.0
-10965.872296368994,49306.0
10077.30772301348,71431.0
130.7772852165508,63027.0
1871.608674531657,65744.0
